collarid,fromdepth,todepth,_id0,_id1,Company_ID,Company_LithoCode,Company_Litho,comp lithology,Score,Level_3,Level_2,Level_1,xbt,ybt,zbt,xmt,ymt,zmt,xet,yet,zet,Unnamed: 20,dhgeochemistryid,holeid,companyholeid,Al2O3_pct,CaO_pct,Cu_ppm,Fe_pct,K2O_pct,Mgo_pct,MnO_pct,Na2O_pct,P_pct,Pb_ppm,S_pct,SiO2_pct,Zn_ppm
7,54,55,2532,53111,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,278.5286386,514171.2044,6747200.162,278.0286386,514171.2044,6747200.162,277.5286386,,11117989,76539LodestoneLSC001,LSC001,9.23,0.78,30,15.01,3.62,1.12,0.13,1.72,0.028,70,0.013,60.04,60
7,55,56,2533,53111,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,277.5286386,514171.2044,6747200.162,275.0286386,514171.2044,6747200.162,272.5286386,,11117989,76539LodestoneLSC001,LSC001,9.23,0.78,30,15.01,3.62,1.12,0.13,1.72,0.028,70,0.013,60.04,60
7,56,58,2533,53112,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,277.5286386,514171.2044,6747200.162,275.0286386,514171.2044,6747200.162,272.5286386,,11117990,76539LodestoneLSC001,LSC001,9.82,0.66,30,14.9,4.25,1.39,0.11,1.64,0.026,80,0.014,59.26,60
7,58,60,2533,53113,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,277.5286386,514171.2044,6747200.162,275.0286386,514171.2044,6747200.162,272.5286386,,11117991,76539LodestoneLSC001,LSC001,8.72,0.67,50,16.27,4.02,1.41,0.11,1.29,0.029,90,0.014,59.22,50
7,65,66,2536,53116,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,267.5286386,514171.2044,6747200.162,263.5286386,514171.2044,6747200.162,259.5286386,,11117994,76539LodestoneLSC001,LSC001,10.08,0.82,30,17.62,3.78,2.58,0.11,1.21,0.028,70,0.124,54.49,50
7,66,68,2536,53117,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,267.5286386,514171.2044,6747200.162,263.5286386,514171.2044,6747200.162,259.5286386,,11117995,76539LodestoneLSC001,LSC001,8.57,1.1,30,19.43,3.63,2.05,0.12,1.06,0.04,50,0.25,54.33,40
7,68,70,2536,53118,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,267.5286386,514171.2044,6747200.162,263.5286386,514171.2044,6747200.162,259.5286386,,11117996,76539LodestoneLSC001,LSC001,10.09,1.37,40,12.97,3.97,1.49,0.11,1.51,0.027,80,0.321,61.22,70
7,70,72,2536,53119,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,267.5286386,514171.2044,6747200.162,263.5286386,514171.2044,6747200.162,259.5286386,,11117997,76539LodestoneLSC001,LSC001,12.71,1.3,20,3.41,4.79,0.51,0.05,2.73,0.028,80,0.02,71.8,60
7,72,73,2536,53120,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,267.5286386,514171.2044,6747200.162,263.5286386,514171.2044,6747200.162,259.5286386,,11117998,76539LodestoneLSC001,LSC001,8.99,1.71,30,13.01,2.89,1.03,0.1,1.5,0.039,70,0.242,63.61,70
7,73,74,2537,53120,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,259.5286386,514171.2044,6747200.162,252.5286386,514171.2044,6747200.162,245.5286386,,11117998,76539LodestoneLSC001,LSC001,8.99,1.71,30,13.01,2.89,1.03,0.1,1.5,0.039,70,0.242,63.61,70
7,74,76,2537,53121,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,259.5286386,514171.2044,6747200.162,252.5286386,514171.2044,6747200.162,245.5286386,,11117999,76539LodestoneLSC001,LSC001,12.68,1.73,30,3.3,4.75,0.31,0.07,2.71,0.038,80,0.023,71.34,80
7,76,78,2537,53122,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,259.5286386,514171.2044,6747200.162,252.5286386,514171.2044,6747200.162,245.5286386,,11118000,76539LodestoneLSC001,LSC001,12,1.66,20,6.11,4.65,1.08,0.11,2.11,0.029,60,0.039,67.57,90
7,78,80,2537,53123,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,259.5286386,514171.2044,6747200.162,252.5286386,514171.2044,6747200.162,245.5286386,,11118001,76539LodestoneLSC001,LSC001,9.75,1.34,30,2.34,3.71,0.22,0.05,2.1,0.031,80,0.018,78.7,60
7,80,82,2537,53124,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,259.5286386,514171.2044,6747200.162,252.5286386,514171.2044,6747200.162,245.5286386,,11118002,76539LodestoneLSC001,LSC001,12.95,1.83,30,2.82,4.77,0.28,0.07,2.88,0.041,80,0.015,72.25,90
7,82,84,2537,53125,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,259.5286386,514171.2044,6747200.162,252.5286386,514171.2044,6747200.162,245.5286386,,11118003,76539LodestoneLSC001,LSC001,12.97,2.02,20,2.89,4.46,0.3,0.07,2.95,0.044,70,0.014,71.95,90
7,84,86,2537,53126,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,259.5286386,514171.2044,6747200.162,252.5286386,514171.2044,6747200.162,245.5286386,,11118004,76539LodestoneLSC001,LSC001,13.19,2.07,20,2.97,4.32,0.3,0.07,3.17,0.044,70,0.017,71.53,90
7,86,87,2537,53127,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,259.5286386,514171.2044,6747200.162,252.5286386,514171.2044,6747200.162,245.5286386,,11118005,76539LodestoneLSC001,LSC001,7.77,1.76,40,16.32,3.3,1.41,0.1,1.46,0.033,80,0.051,60.46,70
7,93,94,2539,53130,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,239.5286386,514171.2044,6747200.162,239.0286386,514171.2044,6747200.162,238.5286386,,11118008,76539LodestoneLSC001,LSC001,10.01,1.38,50,13.38,4.37,2.71,0.16,1.42,0.027,70,0.16,59.53,70
7,94,96,2540,53131,3050,Mg,gabbro,gabbro,101,gabbro,mafic_coarse-grained crystalline,igneous,514171.2044,6747200.162,238.5286386,514171.2044,6747200.162,234.0286386,514171.2044,6747200.162,229.5286386,,11118009,76539LodestoneLSC001,LSC001,9.23,1.26,50,16.66,3.9,3.69,0.21,1.24,0.025,70,0.165,55.72,60
7,96,98,2540,53132,3050,Mg,gabbro,gabbro,101,gabbro,mafic_coarse-grained crystalline,igneous,514171.2044,6747200.162,238.5286386,514171.2044,6747200.162,234.0286386,514171.2044,6747200.162,229.5286386,,11118010,76539LodestoneLSC001,LSC001,8.45,1.58,40,18.42,4.17,3.62,0.26,0.85,0.023,60,0.229,53.96,50
7,98,100,2540,53133,3050,Mg,gabbro,gabbro,101,gabbro,mafic_coarse-grained crystalline,igneous,514171.2044,6747200.162,238.5286386,514171.2044,6747200.162,234.0286386,514171.2044,6747200.162,229.5286386,,11118011,76539LodestoneLSC001,LSC001,7.87,1.86,50,21.27,3.35,4.16,0.32,0.83,0.024,60,0.227,50.22,50
7,100,102,2540,53134,3050,Mg,gabbro,gabbro,101,gabbro,mafic_coarse-grained crystalline,igneous,514171.2044,6747200.162,238.5286386,514171.2044,6747200.162,234.0286386,514171.2044,6747200.162,229.5286386,,11118012,76539LodestoneLSC001,LSC001,9.38,1.87,50,16.68,4.08,3.24,0.28,1.21,0.019,90,0.147,55.37,50
7,102,103,2540,53135,3050,Mg,gabbro,gabbro,101,gabbro,mafic_coarse-grained crystalline,igneous,514171.2044,6747200.162,238.5286386,514171.2044,6747200.162,234.0286386,514171.2044,6747200.162,229.5286386,,11118013,76539LodestoneLSC001,LSC001,10.78,1.91,60,12.84,3.9,2.7,0.2,1.58,0.027,80,0.157,59.05,70
7,103,104,2541,53135,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,229.5286386,514171.2044,6747200.162,228.5286386,514171.2044,6747200.162,227.5286386,,11118013,76539LodestoneLSC001,LSC001,10.78,1.91,60,12.84,3.9,2.7,0.2,1.58,0.027,80,0.157,59.05,70
7,104,105,2541,53136,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,229.5286386,514171.2044,6747200.162,228.5286386,514171.2044,6747200.162,227.5286386,,11118014,76539LodestoneLSC001,LSC001,12.2,1.57,30,6.25,4.06,1.06,0.12,2.45,0.038,70,0.023,66.9,110
7,105,106,2542,53136,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,227.5286386,514171.2044,6747200.162,225.5286386,514171.2044,6747200.162,223.5286386,,11118014,76539LodestoneLSC001,LSC001,12.2,1.57,30,6.25,4.06,1.06,0.12,2.45,0.038,70,0.023,66.9,110
7,106,108,2542,53137,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,227.5286386,514171.2044,6747200.162,225.5286386,514171.2044,6747200.162,223.5286386,,11118015,76539LodestoneLSC001,LSC001,12.19,1.66,30,6.23,4.18,1.05,0.09,2.34,0.03,80,0.063,67.87,90
7,108,109,2542,53138,3050,Fgd,granodiorite,granodiorite,101,granodiorite,felsic_coarse-grained crystalline,igneous,514171.2044,6747200.162,227.5286386,514171.2044,6747200.162,225.5286386,514171.2044,6747200.162,223.5286386,,11118016,76539LodestoneLSC001,LSC001,11.23,3.15,60,9.88,3.55,1.89,0.21,1.82,0.031,80,0.388,61.63,130
8,154,155,935,7273,1621,Uts,talc-serpentine-carbonateschist/rock,rock,101,rock,natural_superficial_ground,surficial,478416.7218,6771009.815,229.1320164,478416.7218,6771009.815,224.1320164,478416.7218,6771009.815,219.1320164,,28271646,82655KararaMKD124,MKD124,0.48,1.88,10,34.83,0.418,2.07,0.07,0.62,0.089,40,0.114,45.27,-10
8,4,6,3287,57742,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514551.663,6745604.11,337.5690297,514553.3517,6745604.081,333.4030953,514554.0341,6745604.069,328.9728726,,19852456,79530KararaLSC011,LSC011,1.53,2.17,30,36.32,0.656,1.79,0.06,0.12,0.077,60,0.117,41.81,30
8,6,8,3287,57743,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514551.663,6745604.11,337.5690297,514553.3517,6745604.081,333.4030953,514554.0341,6745604.069,328.9728726,,19852457,79530KararaLSC011,LSC011,5.45,2.33,80,26.65,0.715,1.58,0.12,1.02,0.076,30,0.045,47.6,70
8,8,10,3287,57744,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514551.663,6745604.11,337.5690297,514553.3517,6745604.081,333.4030953,514554.0341,6745604.069,328.9728726,,19852458,79530KararaLSC011,LSC011,1.92,1.81,30,36.12,0.89,1.75,0.08,0.16,0.071,60,0.155,41.97,40
8,10,11,3287,57745,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514551.663,6745604.11,337.5690297,514553.3517,6745604.081,333.4030953,514554.0341,6745604.069,328.9728726,,19852459,79530KararaLSC011,LSC011,3.38,5.04,30,29.73,1.66,2.51,0.1,0.26,0.065,70,0.315,40.84,50
8,11,12,3288,57745,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,328.9728726,514554.0341,6745604.069,324.9728726,514554.0341,6745604.069,320.9728726,,19852459,79530KararaLSC011,LSC011,3.38,5.04,30,29.73,1.66,2.51,0.1,0.26,0.065,70,0.315,40.84,50
8,12,14,3288,57746,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,328.9728726,514554.0341,6745604.069,324.9728726,514554.0341,6745604.069,320.9728726,,19852460,79530KararaLSC011,LSC011,3.38,1.65,30,32.54,0.971,1.92,0.1,0.53,0.076,50,0.181,43.41,60
8,14,16,3288,57747,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,328.9728726,514554.0341,6745604.069,324.9728726,514554.0341,6745604.069,320.9728726,,19852461,79530KararaLSC011,LSC011,2.24,2.18,20,35.06,0.993,1.95,0.08,0.24,0.07,60,0.222,42.01,30
8,16,18,3288,57748,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,328.9728726,514554.0341,6745604.069,324.9728726,514554.0341,6745604.069,320.9728726,,19852462,79530KararaLSC011,LSC011,3.22,1.98,40,31.77,0.823,1.97,0.11,0.56,0.088,50,0.25,44.47,60
8,18,19,3288,57749,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,328.9728726,514554.0341,6745604.069,324.9728726,514554.0341,6745604.069,320.9728726,,19852463,79530KararaLSC011,LSC011,0.67,1.51,10,39.73,0.233,1.36,0.05,0.21,0.06,50,0.086,40.03,20
8,19,20,3289,57749,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,320.9728726,514554.0341,6745604.069,319.4728726,514554.0341,6745604.069,317.9728726,,19852463,79530KararaLSC011,LSC011,0.67,1.51,10,39.73,0.233,1.36,0.05,0.21,0.06,50,0.086,40.03,20
8,20,22,3289,57750,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,320.9728726,514554.0341,6745604.069,319.4728726,514554.0341,6745604.069,317.9728726,,19852464,79530KararaLSC011,LSC011,3.31,1.51,50,33.34,0.602,1.28,0.12,0.78,0.066,40,0.063,42.08,70
8,22,24,3290,57751,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,317.9728726,514554.0341,6745604.069,308.4728726,514554.0341,6745604.069,298.9728726,,19852465,79530KararaLSC011,LSC011,3.23,1.09,50,33.36,0.888,1.67,0.1,0.61,0.066,50,0.091,43.25,70
8,24,26,3290,57752,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,317.9728726,514554.0341,6745604.069,308.4728726,514554.0341,6745604.069,298.9728726,,19852466,79530KararaLSC011,LSC011,4.42,1.2,60,31.21,0.549,1.21,0.09,0.83,0.047,30,0.023,44.41,60
8,26,28,3290,57753,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,317.9728726,514554.0341,6745604.069,308.4728726,514554.0341,6745604.069,298.9728726,,19852467,79530KararaLSC011,LSC011,5.57,1.54,40,28.17,2.2,2.04,0.12,0.4,0.047,50,0.282,45.93,70
8,28,30,3290,57754,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,317.9728726,514554.0341,6745604.069,308.4728726,514554.0341,6745604.069,298.9728726,,19852468,79530KararaLSC011,LSC011,4.05,1.47,40,30.96,1.7,2.18,0.1,0.2,0.112,40,0.429,44.41,50
8,30,32,3290,57755,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,317.9728726,514554.0341,6745604.069,308.4728726,514554.0341,6745604.069,298.9728726,,19852469,79530KararaLSC011,LSC011,2.75,1.64,20,34.05,1.32,1.86,0.08,0.24,0.066,60,0.277,43.12,40
8,32,34,3290,57756,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,317.9728726,514554.0341,6745604.069,308.4728726,514554.0341,6745604.069,298.9728726,,19852470,79530KararaLSC011,LSC011,1.53,2.41,20,34.91,0.475,1.69,0.08,0.08,0.084,50,0.093,43.82,30
8,34,36,3290,57757,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,317.9728726,514554.0341,6745604.069,308.4728726,514554.0341,6745604.069,298.9728726,,19852471,79530KararaLSC011,LSC011,2.03,1.84,20,34.89,0.886,1.71,0.09,0.17,0.083,50,0.167,43.56,30
8,36,38,3290,57758,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,317.9728726,514554.0341,6745604.069,308.4728726,514554.0341,6745604.069,298.9728726,,19852472,79530KararaLSC011,LSC011,0.97,1.7,20,38.86,0.434,1.31,0.05,0.6,0.063,50,0.04,40.13,20
8,38,40,3290,57759,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,317.9728726,514554.0341,6745604.069,308.4728726,514554.0341,6745604.069,298.9728726,,19852473,79530KararaLSC011,LSC011,2.96,1.37,40,33.92,0.721,1.31,0.1,0.48,0.052,30,0.112,42.99,60
8,40,41,3290,57760,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,317.9728726,514554.0341,6745604.069,308.4728726,514554.0341,6745604.069,298.9728726,,19852474,79530KararaLSC011,LSC011,5.94,1.15,80,28.36,0.924,1.18,0.13,1,0.057,30,0.048,44.81,90
8,41,42,3291,57760,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,298.9728726,514554.0341,6745604.069,294.9728726,514554.0341,6745604.069,290.9728726,,19852474,79530KararaLSC011,LSC011,5.94,1.15,80,28.36,0.924,1.18,0.13,1,0.057,30,0.048,44.81,90
8,42,44,3291,57761,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,298.9728726,514554.0341,6745604.069,294.9728726,514554.0341,6745604.069,290.9728726,,19852475,79530KararaLSC011,LSC011,9.38,1.37,90,24.04,1.35,1.65,0.1,0.95,0.067,30,0.11,46.05,90
8,44,46,3291,57762,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,298.9728726,514554.0341,6745604.069,294.9728726,514554.0341,6745604.069,290.9728726,,19852476,79530KararaLSC011,LSC011,3.43,1.35,30,34.17,1.41,1.69,0.09,0.24,0.063,50,0.245,42.38,50
8,46,48,3291,57763,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,298.9728726,514554.0341,6745604.069,294.9728726,514554.0341,6745604.069,290.9728726,,19852477,79530KararaLSC011,LSC011,3.56,1.68,30,32.56,1.55,1.94,0.11,0.23,0.096,50,0.502,43.48,50
8,48,49,3291,57764,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,298.9728726,514554.0341,6745604.069,294.9728726,514554.0341,6745604.069,290.9728726,,19852478,79530KararaLSC016,LSC016,11.05,0.06,30,44.45,0.076,0.08,-0.01,0.03,0.026,50,0.061,16.59,-10
8,49,50,3292,57764,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,290.9728726,514554.0341,6745604.069,278.4728726,514554.0341,6745604.069,265.9728726,,19852478,79530KararaLSC016,LSC016,11.05,0.06,30,44.45,0.076,0.08,-0.01,0.03,0.026,50,0.061,16.59,-10
8,50,52,3292,57765,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,290.9728726,514554.0341,6745604.069,278.4728726,514554.0341,6745604.069,265.9728726,,19852479,79530KararaLSC016,LSC016,9.75,0.08,20,45.29,0.083,0.12,-0.01,0.04,0.027,40,0.043,17.28,-10
8,52,54,3292,57766,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,290.9728726,514554.0341,6745604.069,278.4728726,514554.0341,6745604.069,265.9728726,,19852480,79530KararaLSC016,LSC016,4.99,0.05,20,53.02,0.05,0.05,-0.01,0.03,0.034,10,0.034,12.21,10
8,54,56,3292,57767,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,290.9728726,514554.0341,6745604.069,278.4728726,514554.0341,6745604.069,265.9728726,,19852481,79530KararaLSC016,LSC016,6.04,0.08,40,48.39,0.052,0.08,-0.01,0.05,0.023,40,0.058,17.2,-10
8,56,58,3292,57768,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,290.9728726,514554.0341,6745604.069,278.4728726,514554.0341,6745604.069,265.9728726,,19852482,79530KararaLSC016,LSC016,6.27,0.07,30,48.49,0.053,0.07,-0.01,0.04,0.043,10,0.045,14.68,20
8,58,60,3292,57769,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,290.9728726,514554.0341,6745604.069,278.4728726,514554.0341,6745604.069,265.9728726,,19852483,79530KararaLSC016,LSC016,7.57,0.09,40,48.93,0.049,0.08,0.01,0.05,0.047,60,0.03,14.46,10
8,60,62,3292,57770,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,290.9728726,514554.0341,6745604.069,278.4728726,514554.0341,6745604.069,265.9728726,,19852484,79530KararaLSC016,LSC016,6.07,0.22,40,52.83,0.029,0.16,0.02,0.03,0.027,40,0.034,10.12,10
8,62,64,3292,57771,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,290.9728726,514554.0341,6745604.069,278.4728726,514554.0341,6745604.069,265.9728726,,19852485,79530KararaLSC016,LSC016,7.43,0.08,40,51.88,0.025,0.1,-0.01,0.03,0.034,40,0.033,11,10
8,64,66,3292,57772,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,290.9728726,514554.0341,6745604.069,278.4728726,514554.0341,6745604.069,265.9728726,,19852486,79530KararaLSC016,LSC016,7.44,0.08,30,50.71,0.031,0.16,-0.01,0.03,0.083,40,0.028,11.38,10
8,66,68,3292,57773,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,290.9728726,514554.0341,6745604.069,278.4728726,514554.0341,6745604.069,265.9728726,,19852487,79530KararaLSC016,LSC016,6.32,0.05,30,52.78,0.023,0.1,-0.01,0.03,0.146,60,0.02,9.76,20
8,68,70,3292,57774,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,290.9728726,514554.0341,6745604.069,278.4728726,514554.0341,6745604.069,265.9728726,,19852488,79530KararaLSC016,LSC016,5.89,0.07,20,55.17,0.02,0.07,-0.01,0.03,0.104,30,0.025,8.08,-10
8,70,72,3292,57775,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,290.9728726,514554.0341,6745604.069,278.4728726,514554.0341,6745604.069,265.9728726,,19852489,79530KararaLSC016,LSC016,5.87,0.07,20,55.05,0.013,0.07,0.01,0.03,0.044,30,0.038,8.19,-10
8,72,74,3292,57776,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,290.9728726,514554.0341,6745604.069,278.4728726,514554.0341,6745604.069,265.9728726,,19852490,79530KararaLSC016,LSC016,6.38,0.05,40,51.4,0.018,0.06,-0.01,0.02,0.044,30,0.038,10.74,-10
8,74,75,3293,57777,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,265.9728726,514554.0341,6745604.069,265.4728726,514554.0341,6745604.069,264.9728726,,19852491,79530KararaLSC016,LSC016,9.37,0.06,50,46.95,0.026,0.1,-0.01,0.04,0.036,60,0.034,14.75,10
8,75,76,3294,57777,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,264.9728726,514554.0341,6745604.069,263.4728726,514554.0341,6745604.069,261.9728726,,19852491,79530KararaLSC016,LSC016,9.37,0.06,50,46.95,0.026,0.1,-0.01,0.04,0.036,60,0.034,14.75,10
8,76,78,3294,57778,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,264.9728726,514554.0341,6745604.069,263.4728726,514554.0341,6745604.069,261.9728726,,19852492,79530KararaLSC016,LSC016,7.63,0.05,30,46.68,0.016,0.09,-0.01,0.02,0.033,10,0.03,17.66,-10
8,78,80,3295,57779,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514554.0341,6745604.069,261.9728726,514554.0341,6745604.069,260.9728726,514554.0341,6745604.069,259.9728726,,19852493,79530KararaLSC016,LSC016,8.2,0.03,30,40.05,0.015,0.05,-0.01,0.03,0.042,50,0.02,27.9,10
9,204,206,2552,53186,3050,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial,514171.2044,6747200.162,128.5286386,514171.2044,6747200.162,123.5286386,514171.2044,6747200.162,118.5286386,,11118064,76539LodestoneLSC001,LSC001,4.95,2.07,50,27.7,2.07,2.12,0.11,0.24,0.059,50,0.426,48.45,40
9,206,208,2552,53187,3050,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial,514171.2044,6747200.162,128.5286386,514171.2044,6747200.162,123.5286386,514171.2044,6747200.162,118.5286386,,11118065,76539LodestoneLSC001,LSC001,4.94,1.5,50,29.9,2.12,2.24,0.08,0.24,0.059,50,0.313,45.5,40
9,208,210,2552,53188,3050,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial,514171.2044,6747200.162,128.5286386,514171.2044,6747200.162,123.5286386,514171.2044,6747200.162,118.5286386,,11118066,76539LodestoneLSC001,LSC001,4.73,1.5,30,30.85,1.98,2.31,0.1,0.15,0.062,30,0.322,44.47,30
9,210,212,2552,53189,3050,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial,514171.2044,6747200.162,128.5286386,514171.2044,6747200.162,123.5286386,514171.2044,6747200.162,118.5286386,,11118067,76539LodestoneLSC001,LSC001,5.75,0.98,40,26.33,2.61,2.37,0.14,0.31,0.047,50,0.339,49.52,60
9,212,214,2552,53190,3050,X,unknown rock,rock,101,rock,natural_superficial_ground,surficial,514171.2044,6747200.162,128.5286386,514171.2044,6747200.162,123.5286386,514171.2044,6747200.162,118.5286386,,11118068,76539LodestoneLSC001,LSC001,6.33,0.99,50,26.22,2.76,2.22,0.11,0.39,0.05,60,0.331,48.66,50
9,109,110,2592,53246,3050,Md,dolerite,dolerite,101,dolerite,mafic_coarse-grained crystalline,igneous,514365.3691,6747199.837,213.9735631,514365.3691,6747199.837,212.4735631,514365.3691,6747199.837,210.9735631,,11118123,76539LodestoneLSC002,LSC002,4.98,1.58,80,18.82,0.151,5.12,0.19,0.06,0.044,70,2.18,55.89,270
